Période,Trimestre,Nom du bénéficiaire,Ville,Province,Pays,Titre,Langue,Genre,Date,Valeur finale,Valeur originale,Type,Objectif, 
2018-2019,P2,Level Film Inc.,Toronto,Ontario,Canada,"Never Steady, Never Still",Anglais,Drame,2018-08-08,17500.00,17500.00,Contribution,Programme d'aide à l'exportation,
2018-2019,P2,Films Séville Inc. (Les),Montréal,Québec,Canada,Eye on Juliet,Anglais,0,2018-08-27,119574.00,119574.00,Avance,Programme de mise en marché,
2018-2019,P4,10619248 Canada Inc.,Montréal,Québec,Canada,SLAXX,Anglais,Horreur/Suspense,2019-02-13,400000.00,400000.00,Contribution,Programme d'aide à la production,
2018-2019,P3,Sparrow & Crow Films Inc.,Gibsons,Colombie-Britannique,Canada,Monkey Beach,Anglais,Drame,2018-10-17,1739500.00,1739500.00,Investissement,Programme d'aide à la production,
2018-2019,P2,9323-2007 Québec Inc.,Montréal,Québec,Canada,Sashinka (a.k.a. Une fille comme moi),Français,Drame,2018-07-23,3500.00,3500.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P2,Raven Banner Releasing Inc.,Toronto,Ontario,Canada,Black Cop,Anglais,0,2018-09-18,51922.00,51922.00,Avance,Programme de mise en marché,
2018-2019,P4,Running Home Productions Inc.,Toronto,Ontario,Canada,Running Home,Anglais,Comédie romantique,2019-03-26,600000.00,600000.00,Investissement,Programme d'aide à la production,
2018-2019,P4,Resonance Films Inc.,Vancouver,Colombie-Britannique,Canada,THREE TO GET READY,Anglais,Comédie romantique,2019-03-26,400000.00,400000.00,Investissement,Programme d'aide à la production,
2018-2019,P4,9393-7654 Québec Inc.,Montréal,Québec,Canada,LIKE A HOUSE ON FIRE,Anglais,Drame,2019-03-26,400000.00,400000.00,Contribution,Programme d'aide à la production,
2018-2019,P1,Productions Couzin Inc,Montréal,Québec,Canada,Répertoire des villes disparues,Français,Science-fiction/Film fantastique/Conte,2018-06-12,1500.00,1500.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P3,Tammy Productions Inc.,Oakville,Ontario,Canada,Tammy's Always Dying,Anglais,Drame,2018-11-29,500000.00,500000.00,Investissement,Programme d'aide à la production,
2018-2019,P4,Voyelles Films Productions inc.,Montréal,Québec,Canada,Nouveau Québec,Français,Drame,2019-03-06,500000.00,500000.00,Contribution,Programme d'aide à la production,
2018-2019,P4,Carmen Has Been Touched Film Inc.,Toronto,Ontario,Canada,Carmen Has Been Touched,Anglais,Drame,2019-03-14,450000.00,450000.00,Investissement,Programme d'aide à la production,
2018-2019,P2,Elevation Pictures Corp.,Toronto,Ontario,Canada,Indian Horse,Anglais,Drame,2018-09-20,870873.00,870873.00,Avance,Programme de mise en marché,
2018-2019,P4,9393-9866 Québec inc.,Montréal,Québec,Canada,Montreal Girls,Anglais,Drame,2019-03-25,300000.00,300000.00,Investissement,Programme d'aide à la production,
2018-2019,P4,Midnight Blue Pictures Inc,Halifax,Nouvelle-Écosse,Canada,Night Blooms,Anglais,Drame,2019-03-12,262000.00,262000.00,Contribution,Programme d'aide à la production,
2018-2019,P4,Range Road 83 Productions Inc.,Calgary,Alberta,Canada,Range Roads,Anglais,Drame,2019-02-05,170000.00,170000.00,Contribution,Programme d'aide à la production,
2018-2019,P3,1992101 Ontario Inc.,Toronto,Ontario,Canada,Akilla's Escape,Anglais,Drame,2018-11-21,375000.00,375000.00,Investissement,Programme d'aide à la production,
2018-2019,P2,IGIT Film Ltd.,Vancouver,Colombie-Britannique,Canada,IN GOD I TRUST,Anglais,Drame,2018-08-24,65000.00,65000.00,Contribution,Programme d'aide à la production,
2018-2019,P4,COS Productions Inc.,Winnipeg,Manitoba,Canada,CINEMA OF SLEEP,Anglais,Mystère/Crime/Police,2019-03-25,400000.00,400000.00,Investissement,Programme d'aide à la production,
2018-2019,P4,The Ballad of Audrey Earnshaw Film Inc.,Lethbridge,Alberta,Canada,The Ballad of Audrey Earnshaw,Anglais,Horreur/Suspense,2019-02-26,445000.00,445000.00,Contribution,Programme d'aide à la production,
2018-2019,P2,"Films Christal, s.e.c.(Les), agissant par l'intermédiaire de son commandité, Les Films Christal Inc",Montréal,Québec,Canada,Un jour mon prince,Français,0,2018-08-06,20336.00,20336.00,Avance,Programme de mise en marché,
2018-2019,P4,"Films Christal, s.e.c.(Les), agissant par l'intermédiaire de son commandité, Les Films Christal Inc",Montréal,Québec,Canada,Un jour mon prince,Français,0,2019-02-19,15309.00,20336.00,Avance,Programme de mise en marché,"Contrat amendé, signé le 06-08-2018"
2018-2019,P4,Family Farm Films Ltd.,Rose Bay,Nouvelle-Écosse,Canada,Under the Weather,Anglais,Drame,2019-03-05,400000.00,400000.00,Contribution,Programme d'aide à la production,
2018-2019,P4,SWTPS Production Inc.,Toronto,Ontario,Canada,Sex With The Perfect Stranger,Anglais,Drame,2019-03-11,134260.00,134260.00,Investissement,Programme d'aide à la production,
2018-2019,P4,11184261 Canada Inc.,Montréal,Québec,Canada,The Winter Lake,Anglais,Horreur/Suspense,2019-03-07,107270.00,107270.00,Investissement,Programme d'aide à la production,
2018-2019,P2,Strike! Movie Manitoba Corp.,Winnipeg,Manitoba,Canada,Strike!,Anglais,Film musical,2018-09-04,500000.00,500000.00,Investissement,Programme d'aide à la production,
2018-2019,P4,9219226 CANADA INC,Charlottetown,Île-du-Prince-Édouard,Canada,A Small Fortune,Anglais,Horreur/Suspense,2019-03-20,350000.00,350000.00,Investissement,Programme d'aide à la production,
2018-2019,P4,Hired Hands Productions Ltd.,Edmonton,Alberta,Canada,Hands that Bind,Anglais,Drame,2019-02-14,220000.00,220000.00,Contribution,Programme d'aide à la production,
2018-2019,P4,Medium Density Fibreboard Films Inc.,Toronto,Ontario,Canada,Fall from the Sky,Anglais,Drame,2019-02-18,75000.00,75000.00,Contribution,Programme d'aide à la production,
2018-2019,P4,Medium Density Fibreboard Films Inc.,Toronto,Ontario,Canada,Fail to Appear,Anglais,Drame,2019-01-28,14019.00,14019.00,Avance,Programme de mise en marché,
2018-2019,P4,1459479 Alberta Inc. dba Raging River Productions,Calgary,Alberta,Canada,Red River,Anglais,Drame,2019-02-26,400000.00,400000.00,Investissement,Programme d'aide à la production,
2018-2019,P4,Relay Station Development Inc.,Toronto,Ontario,Canada,Ordinary Days,Anglais,Drame,2019-03-29,3700.00,3700.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P1,LLI Films Ltd.,Vancouver,Colombie-Britannique,Canada,Luk'Luk'l,Anglais,0,2018-05-17,1500.00,1500.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P3,D Films Corporation,Toronto,Ontario,Canada,Sharkwater: Extinction,Anglais,0,2018-10-10,948187.00,948187.00,Avance,Programme de mise en marché,
2018-2019,P2,Fragments Distribution Inc.,Montréal,Québec,Canada,QUAND L'AMOUR SE CREUSE UN TROU,Français,0,2018-07-26,35186.00,35186.00,Avance,Programme de mise en marché,
2018-2019,P3,Pedro Pires inc.,Montréal,Québec,Canada,Alexandre (aka L'homme à la mer / Perdu en mer),Français,Drame,2018-10-18,125000.00,125000.00,Contribution,Programme d'aide à la production,
2018-2019,P2,Raven Banner Releasing Inc.,Toronto,Ontario,Canada,Luk Luk'I,Anglais,0,2018-09-26,42900.00,42900.00,Avance,Programme de mise en marché,
2018-2019,P2,Orange Médias Inc.,Rosemère,Québec,Canada,Innocent,Anglais,0,2018-08-22,3700.00,3700.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P2,D Films Corporation,Toronto,Ontario,Canada,Through Black Spruce,Anglais,0,2018-08-31,394125.00,394125.00,Avance,Programme de mise en marché,
2018-2019,P4,D Films Corporation,Toronto,Ontario,Canada,Through Black Spruce,Anglais,0,2019-03-04,241593.00,394125.00,Avance,Programme de mise en marché,"Contrat amendé, signé le 31-08-2018"
2018-2019,P2,9251-5980 Québec Inc.,Montréal,Québec,Canada,Jeune Juliette,Français,Comédie,2018-08-27,980000.00,980000.00,Investissement,Programme d'aide à la production,
2018-2019,P1,Aircraft Pictures Limited,Toronto,Ontario,Canada,Breadwinner (The),Anglais,Drame,2018-06-12,1500.00,1500.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P3,Spectrum Movie Canada Inc.,Toronto,Ontario,Canada,The Nest,Anglais,Drame,2018-10-15,1200000.00,1200000.00,Investissement,Programme d'aide à la production,
2018-2019,P1,1164559 B.C. Ltd.,Salt Spring Island,Colombie-Britannique,Canada,"Man Proposes, God Disposes",Anglais,Drame,2018-06-06,1500.00,1500.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P1,"St. John's International Women's Film Festival, Inc.",St. John's,Terre-Neuve/Labrador,Canada, St. John's International Women's Film Festival,,0,2018-06-26,23260.00,23260.00,Contribution,Programme de promotion,
2018-2019,P2,Canadian Filmmakers Festival,Toronto,Ontario,Canada,Canadian Filmmakers Festival (Canadian Film Fest),,0,2018-07-11,5000.00,5000.00,Contribution,Programme de promotion,
2018-2019,P1,FIRST WEEKEND CLUB FILM SOCIETY,North Vancouver,Colombie-Britannique,Canada,First Weekend Club,,0,2018-06-11,118350.00,118350.00,Contribution,Programme de promotion,
2018-2019,P1,Gimli Film Festival Inc.,Gimli,Manitoba,Canada,Gimli Film Festival 2018,,0,2018-06-22,16223.00,16223.00,Contribution,Programme de promotion,
2018-2019,P1,Kingston Canadian Film Festival,Kingston,Ontario,Canada,2019 Kingston Canadian Film Festival,,0,2018-06-05,3245.00,3245.00,Contribution,Programme de promotion,
2018-2019,P1,G.P.A. Films Inc.,Longueuil,Québec,Canada,Petite fille qui aimait trop les allumettes (La),Français,Drame,2018-06-21,1500.00,1500.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P2,Banff Television Festival Foundation,Toronto,Ontario,Canada,BANFF World Media Festival 2018,,0,2018-07-18,99000.00,99000.00,Contribution,Programme de promotion,
2018-2019,P1,Atlantic Film Festival Association,Halifax,Nouvelle-Écosse,Canada,FIN-Atlantic International Film Festival and Partners Conf,,0,2018-06-11,192631.00,192631.00,Contribution,Programme de promotion,
2018-2019,P2,Devonshire Productions Inc.,Toronto,Ontario,Canada,Coproduction market - no specific project,Anglais,0,2018-07-11,1500.00,1500.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P1,DOC Talks Festival & Symposium Inc.,Fredericton,Nouveau-Brunswick,Canada,DOCTalks Festival & Symposium,,0,2018-06-25,5000.00,5000.00,Contribution,Programme de promotion,
2018-2019,P1,Fondation Québec cinéma,Montréal,Québec,Canada,Gala Québec Cinéma,,0,2018-06-27,302144.00,302144.00,Contribution,Programme de promotion,
2018-2019,P3,Fondation Québec cinéma,Montréal,Québec,Canada,Gala Québec Cinéma,,0,2018-11-26,502144.00,302144.00,Contribution,Programme de promotion,"Contrat amendé, signé le 27-06-2018"
2018-2019,P2,PVM Productions Inc.,Toronto,Ontario,Canada,Percy Versus Monsanto,Anglais,Drame,2018-09-21,2500000.00,2500000.00,Investissement,Programme d'aide à la production,
2018-2019,P2,Devonshire Productions Inc.,Toronto,Ontario,Canada,Indian Horse,Anglais,Drame,2018-07-11,1500.00,1500.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P3,Réalisatrices Équitables,Montréal,Québec,Canada,Ciné-club Les Dames des vues,,0,2018-11-18,10000.00,10000.00,Contribution,Programme de promotion,
2018-2019,P2,Short Stop Pictures XI Ltd.,Halifax,Nouvelle-Écosse,Canada,Short Film Face Off 2018,,0,2018-08-03,37500.00,37500.00,Contribution,Programme de promotion,
2018-2019,P2,Motion Picture Theatre Associations Of Canada / Associations des cinémas du Canada,Toronto,Ontario,Canada,ShowCanada,,0,2018-07-11,12500.00,12500.00,Contribution,Programme de promotion,
2018-2019,P3,Hot Docs,Toronto,Ontario,Canada,Hot Docs Festival and Market,,0,2018-11-05,350000.00,350000.00,Contribution,Programme de promotion,
2018-2019,P1,Canada Wild Productions Ltd.,Vancouver,Colombie-Britannique,Canada,Koneline:  our land beautiful,Anglais,Documentaire,2018-06-11,1500.00,1500.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P3,Guest of Honour Films Inc.,Toronto,Ontario,Canada,Guest of Honour,Anglais,Drame,2018-10-29,2000000.00,2000000.00,Investissement,Programme d'aide à la production,
2018-2019,P2,The Centre for Aboriginal Media (Ontario),Toronto,Ontario,Canada,imagineNATIVE Film + Media Arts Festival,,0,2018-07-30,51223.00,51223.00,Contribution,Programme de promotion,
2018-2019,P2,Interactive Ontario Industry Association,Toronto,Ontario,Canada,Interactive Ontario Professional Development Initiatives,,0,2018-07-18,20000.00,20000.00,Contribution,Programme de promotion,
2018-2019,P2,Entertainment One Films Canada Inc.,Toronto,Ontario,Canada,Birthmarked,Anglais,0,2018-08-14,34659.00,34659.00,Avance,Programme de mise en marché,
2018-2019,P4,Entertainment One Films Canada Inc.,Toronto,Ontario,Canada,Birthmarked,Anglais,0,2019-02-19,31846.00,34659.00,Avance,Programme de mise en marché,"Contrat amendé, signé le 14-08-2018"
2018-2019,P2,Women In Film and Television - Atlantic,Halifax,Nouvelle-Écosse,Canada,Women Making Waves Conference,,0,2018-07-11,5000.00,5000.00,Contribution,Programme de promotion,
2018-2019,P2,Slow Motion Food Film Fest Society,Wolfville,Nouvelle-Écosse,Canada,Devour! The Food Film Fest,,0,2018-07-16,7500.00,7500.00,Contribution,Programme de promotion,
2018-2019,P4,673709 NB Inc.,Moncton,Nouveau-Brunswick,Canada,Mr. Freeze et Allumette,Français,Action/Aventure,2019-03-28,500000.00,500000.00,Contribution,Programme d'aide à la production,
2018-2019,P2,Second Sight Pictures Inc.,Montréal,Québec,Canada,Cielo,Anglais,Documentaire,2018-09-26,1500.00,1500.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P4,Uncle Bob Films Ltd.,Rose Bay,Nouvelle-Écosse,Canada,A Killing in the Woods,Anglais,Horreur/Suspense,2019-03-28,250000.00,250000.00,Investissement,Programme d'aide à la production,
2018-2019,P2,Item 7 Inc.,Montréal,Québec,Canada,Nous sommes les autres,Français,Drame,2018-09-18,1700.00,1700.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P1,Hot Docs,Toronto,Ontario,Canada,Learning from Documentary Audiences 2.0,,0,2018-06-21,15000.00,15000.00,Contribution,Programme de promotion,
2018-2019,P2,Festival de Cinéma de la Ville de Québec,Québec,Québec,Canada,Festival de cinéma de la ville de Québec 2018,,0,2018-08-21,45204.00,45204.00,Contribution,Programme de promotion,
2018-2019,P3,9378-3504 Québec inc.,Montréal,Québec,Canada,Tu te souviendras de moi,Français,Drame,2018-10-04,1725000.00,1725000.00,Investissement,Programme d'aide à la production,
2018-2019,P1,Cinéfest: The Sudbury Film Festival Inc.,Sudbury,Ontario,Canada,Cinefest Sudbury International Film Festival,,0,2018-06-18,59483.00,59483.00,Contribution,Programme de promotion,
2018-2019,P3,Film Zone Inc.,Moncton,Nouveau-Brunswick,Canada,Festival international du cinéma francophone en Acadie,,0,2018-11-07,52808.00,52808.00,Contribution,Programme de promotion,
2018-2019,P2,9342-5809 Québec Inc.,Montréal,Québec,Canada,Les faux tatouages,Français,Comédie romantique,2018-09-12,19071.00,19071.00,Contribution,Programme d'aide à la production,
2018-2019,P3,Eye Steel Film Distribution inc.,Montréal,Québec,Canada,Anote's Ark,Anglais,Documentaire,2018-11-28,31000.00,31000.00,Avance,Programme de mise en marché,
2018-2019,P3,Process Entertainment Inc.,Toronto,Ontario,Canada,S.O.S.,Anglais,0,2018-10-15,1500.00,1500.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P2,Open Roof Films Entertainment Inc.,Toronto,Ontario,Canada,Open Roof Festival,,0,2018-07-10,20000.00,20000.00,Contribution,Programme de promotion,
2018-2019,P4,What Walaa Wants Productions Inc.,Toronto,Ontario,Canada,What Walaa Wants,Anglais,0,2019-03-29,500.00,500.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P2,The Vancouver Out On Screen Film and Video Society,Vancouver,Colombie-Britannique,Canada,The Vancouver Queer Film Festival,,0,2018-07-05,5000.00,5000.00,Contribution,Programme de promotion,
2018-2019,P2,Women In Film & Television Toronto,Toronto,Ontario,Canada,WIFT-T Membership Mentorship Program (WIFT Connect),,0,2018-08-07,20000.00,20000.00,Contribution,Programme de promotion,
2018-2019,P4,What Walaa Wants Productions Inc.,Toronto,Ontario,Canada,What Walaa Wants,Anglais,0,2019-03-29,1500.00,1500.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P1,Greater Vancouver International Film Festival Society,Vancouver,Colombie-Britannique,Canada,Vancouver International Film Festival,,0,2018-06-25,242172.00,242172.00,Contribution,Programme de promotion,
2018-2019,P2,Association des propriétaires de cinémas du Québec,Montréal,Québec,Canada,APCQ - Souper annuel,,0,2018-08-24,5000.00,5000.00,Contribution,Programme de promotion,
2018-2019,P2,Blue Goat Films Inc.,Calgary,Alberta,Canada,Little Wisdom (A),Anglais,Drame,2018-07-13,10000.00,10000.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P2,Blue Goat Films Inc.,Calgary,Alberta,Canada,Little Wisdom (A),Anglais,Drame,2018-07-13,1500.00,1500.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P2,Toronto Reel Asian International Film Festival,Toronto,Ontario,Canada,2018 Toronto Reel Asian International Film Festival,,0,2018-07-12,27978.00,27978.00,Contribution,Programme de promotion,
2018-2019,P2,A71 Productions Inc.,Toronto,Ontario,Canada,Canadian Indie Film Series 2018-2019,,0,2018-07-11,25000.00,25000.00,Contribution,Programme de promotion,
2018-2019,P2,Edmonton International Film Festival Society,Edmonton,Alberta,Canada,Edmonton International Film Festival,,0,2018-07-23,26170.00,26170.00,Contribution,Programme de promotion,
2018-2019,P2,2053152 Ontario Inc. dba LA Coles Fine Art Films,Woodbridge,Ontario,Canada,Melody Makers,Anglais,0,2018-08-21,25000.00,25000.00,Avance,Programme de mise en marché,
2018-2019,P2,Films Séville Inc. (Les),Montréal,Québec,Canada,La disparition des lucioles,Français,Drame,2018-08-17,3200.00,3200.00,Contribution,Programme de mise en marché à l'international,
2018-2019,P1,Western Arctic Moving Pictures,Yellowknife,Territoires Nord-Ouest,Canada,The Yellowknife International Film Festival,,0,2018-06-26,5000.00,5000.00,Contribution,Programme de promotion,
